OBJECTID,COMPKEY,STNAME_ORD,FLOWSEGID,DOWNTOWN,START_DATE,AMPK,PMPK,AWDT,ADT,AWDT_ROUNDED,DATAQUALITY,FLAGS,SHAPE_Length
1112,"12491,7911","RAYE ST,6TH AVE N",1268,N,2018/01/18 09:15:00+00,786,712,9399,9032,9400,Study,,1177.7994508555
1113,"3361,3360,3362,3359",23RD AVE,856,N,2015/03/02 00:00:00+00,,,18630,17248,18600,Study - 13-15,,1799.28104324068
1114,"19236,19237,19238",NW MARKET ST,1575,N,2018/10/10 00:00:00+00,955,1165,14402,14268,14400,Study(Normalized),,1708.14353327619
1115,"5455,5459,5457,5461,5458,5452,5453,5454,5456",35TH AVE SW,297,N,2015/11/05 00:00:00+00,,,24263,23153,24300,Study - 13-15,,5976.27964839032
1116,"1586,1585",12TH AVE NE,1689,N,2017/07/19 09:15:00+00,368,1047,7692,7151,7700,Study,,508.176258243477
1117,"10874,8476,8477","HENDERSON PL SW,8TH AVE SW",104,N,2015/05/06 00:00:00+00,,,6207,6009,6200,Study - 13-15,,2079.73698286127
1118,2903,2ND AVE W,1164,N,2018/06/28 00:00:00+00,271,305,3197,3046,3100,Study(Normalized),,412.8642336416
1119,14344,E MADISON ST,907,N,1970/01/01 00:00:00+00,,,17500,,17500,Estimate,,152.79766040445
1120,8162,7TH AVE,968,Y,1970/01/01 00:00:00+00,,,3800,,3800,Estimate,,125.486065107809
1121,12899,STEWART ST,849,Y,2014/07/16 00:00:00+00,,,10186,9734,10200,Study - 13-15,,322.082864691185
1122,"8412,8420,8419,8418,8416,8413,8414,8415,8417",8TH AVE NW,41,N,2017/11/29 15:30:00+00,708,851,8767,8207,8800,Study,,3960.4948132132
1123,"9127,573404,166925",BEACON AVE S,296,N,2014/09/30 00:00:00+00,,,6677,6094,12800,Study - 13-15,Combined,863.7801698622
1124,"6145,6144,6143,6142",4TH AVE,1063,Y,1970/01/01 00:00:00+00,,,9000,,9000,Estimate,,1002.39903652115
1125,21213,S ROYAL BROUGHAM WAY,521,N,2018/11/27 00:00:00+00,575,641,7163,6455,7500,Study(Normalized),,320.218948203786
1126,"16939,16940,16938",NE 50TH ST,1499,N,2018/05/31 00:00:00+00,507,804,9078,8729,8300,Study(Normalized),,731.640029551071
1127,"20320,20319",S HOLGATE ST,488,N,2018/07/25 00:00:00+00,924,987,12628,11866,12200,Study(Normalized),,761.938188176296
1128,"13218,13220,13219",UNIVERSITY WAY NE,1415,N,2018/07/31 00:00:00+00,286,337,4498,4192,4400,Study(Normalized),,1305.96463949046
1129,"9318,9317,9316",BOREN AVE,893,B,2015/08/31 00:00:00+00,,,22258,20377,22300,Study - 13-15,,1158.04446995861
1130,12220,PINE ST,881,Y,1970/01/01 00:00:00+00,,,7500,,7500,Estimate,,321.730269551337
1131,"22456,22455,22445,22447,22446,22448","SW JACOBSEN RD,SW HUDSON ST",305,N,2018/01/02 09:15:00+00,149,194,2155,2052,2200,Study,,2968.20969089931
1132,"19331,19330,19329",S ALBRO PL,227,N,1970/01/01 00:00:00+00,,,13000,,13000,Estimate,,1529.82676822539
1133,"5358,5356,5357,5355",35TH AVE NE,1616,N,2015/10/22 00:00:00+00,,,10887,10252,10900,Study - 13-15,,2652.59246332697
1134,7231,5TH AVE,758,Y,1970/01/01 00:00:00+00,,,10000,,10000,Estimate,,305.913575162334
1135,"490131,9664",CHERRY ST,681,Y,2015/03/11 00:00:00+00,,,8526,7584,8500,Study - 13-15,,321.718193736712
1136,11665,MARION ST,683,Y,2018/09/13 00:00:00+00,546,614,7599,7222,8000,Study(Normalized),,321.82711943285
1137,"18068,18069",NE RAVENNA BLVD,1593,N,2018/02/12 06:15:00+00,399,375,4187,3946,4200,Study,,514.044794912231
1138,166849,BEACON AVE S,359,N,1970/01/01 00:00:00+00,,,6677,6094,12800,Estimate,Combined,3342.59440545569
1139,18067,NE RAVENNA BLVD,1596,N,2018/01/24 08:30:00+00,436,400,4764,4636,4800,Study,,320.116329492805
1140,"20630,20631,166681,20632,20629,20633",S LANDER ST,449,N,2018/07/25 00:00:00+00,498,597,6438,5700,6200,Study(Normalized),,1130.13460725325
1141,5002,32ND AVE NW,1787,N,2018/02/15 14:15:00+00,332,389,4337,4192,4300,Study,,1397.7601100817
1142,1008,1ST AVE,775,Y,2015/07/07 00:00:00+00,,,19420,18856,19400,Study - 13-15,,425.81966137378
1143,"3607,3606,3608",24TH AVE NW,1784,N,2017/12/12 12:15:00+00,706,847,9524,9039,9500,Study,,1376.15359478998
1144,"18072,18074,18073",NE RAVENNA BLVD,1585,N,2018/01/24 08:45:00+00,212,277,3047,2918,3000,Study,,666.960513404658
1145,"15540,15538,15536,15537,15539",N 45TH ST,1465,N,2018/01/05 12:00:00+00,88,157,1506,1458,1500,Study,,903.971503855702
1146,"9051,2211","BALLARD BR OFF RP,15TH AVE NW",1492,N,2018/08/02 00:00:00+00,409,621,6918,6729,6900,Study(Normalized),,486.753801788133
1147,10004,DENNY WAY,1064,B,1970/01/01 00:00:00+00,,,25000,,25000,Estimate,,321.623789130784
1148,6234,4TH AVE S,515,N,2018/06/19 00:00:00+00,3039,3193,37765,35893,36900,Study(Normalized),,338.44856916309
1149,"11262,11258,11261,11259,11260,11174,11252","LAKESIDE AVE S,LAKE WASHINGTON BLVD,LAKESIDE AVE",629,N,2017/11/08 12:45:00+00,895,773,7927,7480,7900,Study,,2929.238138011
1150,11051,JAMES ST,633,Y,2018/07/11 00:00:00+00,607,529,7486,6723,7300,Study(Normalized),,322.045953038716
1151,"22769,22770,22763,22765,22768,22764,22771,22766,22767",SW ROXBURY ST,74,N,2015/08/10 00:00:00+00,,,17082,15937,17100,Study - 13-15,,2323.2399108852
1152,"11822,11825,11823,11824,9701,9702,9700,9703","MERIDIAN AVE N,COLLEGE WAY N",1849,N,2017/10/17 10:45:00+00,627,714,8020,7846,8000,Study,,4723.78217194377
1153,1850,14TH AVE,901,N,1970/01/01 00:00:00+00,,,8000,,8000,Estimate,,356.80742744719
1154,"7152,10256,10247,10254,273778,10248,10253,10249,10251,10250,10255,10252","48TH AVE SW,ERSKINE WAY SW",286,N,2014/02/19 00:00:00+00,,,2684,2552,2700,Study - 13-15,,2781.16441964762
1155,"8621,8622,8620,8618,8619,10900,10901,10902","9TH AVE SW,HIGHLAND PARK WAY SW",150,N,2017/12/13 07:30:00+00,401,554,5824,5540,5800,Study,,4115.96601369257
1156,"11056,11055",JAMES ST,685,Y,2015/08/14 00:00:00+00,,,29257,27665,29300,Study - 13-15,,644.338739055196
1157,23584,W MERCER ST,1144,N,1970/01/01 00:00:00+00,,,10908,,10900,Estimate,,322.256918735997
1158,"23273,23274,23272",W EMERSON PL,1982,N,2014/02/20 00:00:00+00,,,14135,13485,14100,Study - 13-15,,821.129458388988
1159,"9981,9982,9980,9979",DELRIDGE WAY SW,177,N,1970/01/01 00:00:00+00,,,18500,,18500,Estimate,,1082.21165490412
1160,8690,AIRPORT WAY S,265,N,1970/01/01 00:00:00+00,,,20000,,20000,Estimate,,556.487339848502
1161,23620,W NICKERSON ST,1357,N,1970/01/01 00:00:00+00,,,3000,,3000,Estimate,,138.283832957889
1162,13597,WHITMAN PL N,1607,N,1970/01/01 00:00:00+00,,,4500,,4500,Estimate,,566.749607104864
1163,"4459,4458,4457,4460",3RD AVE NW,1644,N,2015/06/22 00:00:00+00,,,7075,6673,7100,Study - 13-15,,2400.20615771171
1164,"12709,12707,12708,12705,603012",SAND POINT WAY NE,1540,N,1970/01/01 00:00:00+00,,,18000,,18000,Estimate,,2770.91660814164
1165,"20483,20482",S JACKSON ST,573,B,1970/01/01 00:00:00+00,,,6600,,6600,Estimate,,644.024759260011
1166,"9988,9987",DELRIDGE WAY SW,114,N,2015/04/24 00:00:00+00,,,15117,14604,15100,Study - 13-15,,695.286491899915
1167,13530,WESTLAKE AVE,1020,Y,1970/01/01 00:00:00+00,,,4500,,4500,Estimate,,473.898176475347
1168,"13762,13763",YESLER WAY,612,Y,2014/08/06 00:00:00+00,,,6109,5948,6100,Study - 13-15,,472.527018204128
1169,7232,5TH AVE,772,Y,2018/06/15 00:00:00+00,1143,1062,17676,16763,17300,Study(Normalized),,305.957771653853
1170,"9487,9484,9485,9486",BROOKLYN AVE NE,1533,N,2018/06/29 00:00:00+00,125,228,2359,2372,2300,Study(Normalized),,2314.12452006053
1171,"8334,8335,8323,8333",8TH AVE NE,1679,N,2018/08/30 00:00:00+00,256,296,4096,3920,4100,Study(Normalized),,1049.17330029747
1172,14891,E UNION ST,868,N,2018/10/30 00:00:00+00,630,627,7973,7782,8000,Study(Normalized),,324.034938827323
1173,12222,PINE ST,917,Y,2015/03/05 00:00:00+00,,,7108,6821,7100,Study - 13-15,,321.977761464641
1174,"6314,6319,6315,6317,6316,6318",40TH AVE NE,1613,N,2017/12/19 11:00:00+00,459,622,6548,6318,6500,Study,,2654.55339941742
1175,"15904,15907,15906,15905,15908,15909,15910,15911,15903",N 80TH ST,1739,N,2015/12/02 00:00:00+00,,,23918,22956,23900,Study - 13-15,,1534.63839998446
1176,"20689,20688",S LUCILE ST,274,N,2018/06/28 00:00:00+00,357,342,3881,3588,3800,Study(Normalized),,694.00994211177
1177,9996,DELRIDGE-W SEATTLE B RP,367,N,2015/04/07 00:00:00+00,,,20469,18737,20500,Study - 13-15,,441.004905968334
1178,6126,4TH AVE,726,Y,1970/01/01 00:00:00+00,,,16000,,16000,Estimate,,306.048996261889
1179,"18448,337317,18443","NW 55TH ST,NW 55TH PL",1580,N,2018/05/24 00:00:00+00,196,123,1570,1456,1400,Study(Normalized),,500.0380796711
1180,22991,SW WILDWOOD PL,91,N,2018/01/25 13:15:00+00,385,472,5618,5446,5600,Study,,280.878391173283
1181,"12796,12795,12797,12798",SEWARD PARK AVE S,246,N,2018/01/02 11:30:00+00,418,264,2941,2649,2900,Study,,2320.27993375683
1182,11859,MIDVALE AVE N,1931,N,2018/08/28 00:00:00+00,86,133,1173,1093,1200,Study(Normalized),,304.147603922425
1183,12864,SPRING ST,745,Y,2015/12/01 00:00:00+00,,,14603,13727,14600,Study - 13-15,,321.586195438244
1184,"14354,14353,14352,14351",E MADISON ST,1061,N,2017/11/01 12:30:00+00,1042,1147,14244,13454,14200,Study,,1502.48949333588
1185,9475,BROOKLYN AVE NE,1366,N,2018/05/09 00:00:00+00,371,408,4553,4273,4200,Study(Normalized),,645.301810820659
1186,"21331,21330",S SPOKANE ST,374,N,1970/01/01 00:00:00+00,,,11000,,11000,Estimate,,763.272312247645
1187,"7356,7358,7357,7223","5TH AVE S,5TH AVE",604,Y,2014/02/26 00:00:00+00,,,5845,5373,5800,Study - 13-15,,1135.05723151991
1188,12599,ROOSEVELT WAY NE,1485,N,2018/01/05 10:30:00+00,832,740,9234,9037,9200,Study,,670.0914553701
1189,"10211,10210,10209","ELLIOTT AVE W,ELLIOTT AVE",1014,Y,2014/08/18 00:00:00+00,,,20396,17917,20400,Study - 13-15,,2137.37217616789
1190,"23399,23398",WEST GREEN LAKE WAY N,1609,N,2018/06/01 00:00:00+00,782,1057,11336,11531,11100,Study(Normalized),,2380.73420201039
1191,"351261,8709",AIRPORT WAY S,514,N,2018/04/11 00:00:00+00,543,945,8371,7112,8600,Study(Normalized),,895.019442468556
1192,"22992,22994,22993,10421","SW WILDWOOD PL,FAUNTLEROY WAY SW",103,N,2018/01/17 15:30:00+00,590,624,7690,7369,7700,Study,,1255.61266615283
1194,"9747,9746,23140,9745,9744,9748,9743",CONDON WAY W,1243,N,2018/01/10 12:00:00+00,101,89,969,1024,1000,Study,,1925.89465866456
1195,"11167,11193",LAKE PARK DR S,462,N,2018/10/17 00:00:00+00,323,379,3759,3540,3800,Study(Normalized),,1705.06884629152
1196,"12954,18030,18033,18029,18031,18032,16125,16127,16129,16132,16133,16131,16128,16134,16126,16130","STONE WAY N,NE NORTHLAKE WAY,N NORTHLAKE WAY",1342,N,2017/10/30 11:00:00+00,847,935,9342,8739,9300,Study,,6719.70868400321
1197,"12425,12428,12427,12424,12426",RAINIER AVE S,81,N,1970/01/01 00:00:00+00,,,17000,,17000,Estimate,,1756.08452341898
1198,4382,3RD AVE,774,Y,1970/01/01 00:00:00+00,,,9670,9191,9700,Estimate,,425.989836227057
1199,"17512,17510,17511",NE 75TH ST,1709,N,2015/07/28 00:00:00+00,,,20802,19567,20800,Study - 13-15,,788.470917596171
1200,1012,1ST AVE,841,Y,2018/07/30 00:00:00+00,893,1093,13544,13195,13100,Study(Normalized),,425.979073818423
1201,"2528,2529,2526,2527",17TH AVE NE,1579,N,2018/03/26 00:00:00+00,74,92,967,909,900,Study(Normalized),,1841.18003558717
1202,"14413,14414",EAST MARGINAL WAY S,194,N,1970/01/01 00:00:00+00,,,20500,,20500,Estimate,,590.884943989568
1203,"9361,9366,9363,9360,9365,9362,9364,10574,10575,10576,10577,10573,10578","BOYER AVE E,FUHRMAN AVE E",1309,N,2015/12/02 00:00:00+00,,,10122,9163,10100,Study - 13-15,,5344.38883218186
1204,"19240,19239",NW MARKET ST,1577,N,2018/01/31 09:15:00+00,420,374,4592,4270,4600,Study,,938.504007491443
1205,"14244,14243,14245",E JOHN ST,1084,N,2015/07/27 00:00:00+00,,,14773,14506,14800,Study - 13-15,,972.867125631906
1206,"14377,14376",E MADISON ST,1199,N,2013/10/22 00:00:00+00,,,12011,11473,12000,Study - 13-15,,598.227987086371
1207,"17967,613104,12484,12485","NE BLAKELEY ST,RAVENNA PL NE",1539,N,2018/10/04 00:00:00+00,382,546,5965,5754,6000,Study(Normalized),,952.129786204194
1208,21306,S SPOKANE CR ST,2040,N,1970/01/01 00:00:00+00,,,10000,,10000,Estimate,,74.907109501651
1209,"22302,21844,21823,163649","SW HENDERSON ST,SW BARTON ST,SW BARTON PL",111,N,2015/04/24 00:00:00+00,,,7173,6912,7200,Study - 13-15,,1354.78817072308
1210,13352,WALL ST,896,Y,2018/08/28 00:00:00+00,273,375,4456,4535,4500,Study(Normalized),,268.889053318518
1211,"1888,1892,1890,1891,1894,1889,1893",14TH AVE NW,1561,N,2014/01/09 00:00:00+00,,,9124,8403,9100,Study - 13-15,,1825.14998718474
1212,"3455,3454,3452,3453",23RD AVE S,493,N,1970/01/01 00:00:00+00,,,12000,,12000,Estimate,,1407.4479838395
1213,8156,7TH AVE,760,Y,2018/08/08 00:00:00+00,832,712,10496,10657,10500,Study(Normalized),,306.16060922698
1214,"8946,8943,8948,8944,8941,8942,8947",AURORA AVE N,1975,N,2018/02/05 09:00:00+00,2873,3968,40714,38006,40700,Study,,1989.59813212603
1215,9758,CONVENTION PL,855,Y,2015/07/08 00:00:00+00,,,3809,3621,3800,Study - 13-15,,620.495089905986
1216,9554,CALIFORNIA AVE SW,300,N,2017/12/12 08:00:00+00,735,920,11211,10432,11200,Study,,650.030449651145
1217,"18279,15259","NW 145TH ST,N 145TH ST",1939,N,2018/08/28 00:00:00+00,559,825,8144,7475,8200,Study(Normalized),,1318.63528838342
1218,12201,PIKE ST,821,Y,2015/12/01 00:00:00+00,,,9772,9484,9800,Study - 13-15,,322.04626589801
1219,"11295,11296",LATONA AVE NE,1516,N,2017/11/16 10:00:00+00,96,279,1918,1844,1900,Study,,1327.94922588648
1220,6228,4TH AVE S,578,Y,1970/01/01 00:00:00+00,,,17500,,17500,Estimate,,306.085146324772
1221,"17970,17969,17968,17971,4598,350792,4599,4600,13188","NE BLAKELEY ST,30TH AVE NE,UNION BAY PL NE",1532,N,2018/01/31 12:15:00+00,484,578,6665,6380,6700,Study,,3051.87814225431
1222,"12654,12656,12655,12663,12660,12658,12662,12661,12657,12659",ROOSEVELT WAY NE,1877,N,2017/11/28 10:00:00+00,344,432,3942,3809,3900,Study,,3357.1629673522
1223,"11234,11235,11236,11231,11232,11230,11233",LAKE WASHINGTON BLVD S,463,N,2015/06/04 00:00:00+00,,,8449,7565,8400,Study - 13-15,,7777.46264013056
1224,2207,15TH AV W SB ON RP,1293,N,2018/06/26 00:00:00+00,425,323,5107,4838,5000,Study(Normalized),,707.554020109663
1225,"8457,8460,8463,8462,8461,8459,8458",8TH AVE S,138,N,1970/01/01 00:00:00+00,,,2700,,2700,Estimate,,2001.65889559875
1226,19827,S DEARBORN ST,543,N,1970/01/01 00:00:00+00,,,9000,,9000,Estimate,,322.076314798012
1227,"14635,14636,14637,14634",E PINE ST,959,N,2018/01/23 15:15:00+00,573,616,8763,8600,8800,Study,,972.937071913489
1228,1243,1ST AVE W,1162,N,2018/06/28 00:00:00+00,198,247,2820,2734,2800,Study(Normalized),,412.364842945234
1229,"23287,23286,23520,23522,23521,23523","W EMERSON ST,W MANOR PL",1352,N,2014/09/29 00:00:00+00,,,3263,3197,3300,Study - 13-15,,2225.16004079444
1230,"9349,9348,9350",BOYER AVE E,1206,N,2014/05/21 00:00:00+00,,,9169,8063,9200,Study - 13-15,,1132.0548500659
1231,"18284,18286,18285,15383,15378,15382,15379,15377,15381,15380,15376","NW 39TH ST,N 39TH ST",1347,N,2015/09/02 00:00:00+00,,,17282,15859,17300,Study - 13-15,,2503.51042667611
1232,"3450,163713",23RD AVE S,511,N,2017/10/30 12:45:00+00,1484,1535,17748,16124,17700,Study,,1304.00013847424
1233,"20115,20110,20112,20113,20114,20111",S GRAHAM ST,226,N,2015/04/01 00:00:00+00,,,8954,8904,9000,Study - 13-15,,1907.73914850705
1234,12360,RAINIER AVE S,472,N,2017/08/21 11:45:00+00,2231,2613,37707,0,37700,Study,,209.700656764551
1235,"14727,14726",E ROANOKE ST,1262,N,2018/04/12 00:00:00+00,2028,2179,26632,25330,27300,Study(Normalized),,501.860050865937
1236,2807,2ND AVE NE,1664,N,2018/08/30 00:00:00+00,201,231,2534,2351,2500,Study(Normalized),,301.612681249956
1237,23084,W BERTONA ST,1316,N,2018/10/11 00:00:00+00,200,195,2289,2470,2300,Study(Normalized),,440.766337474334
1238,12206,PIKE ST,892,Y,1970/01/01 00:00:00+00,,,13500,,13500,Estimate,,322.359531872172
1239,"8397,8400,8396,8399,8402,8403,8406,8404,8405,8395,8398,8401",8TH AVE NW,1752,N,2015/11/16 00:00:00+00,,,12012,11364,12000,Study - 13-15,,3994.5604729743
1240,"17261,17259,17260",NE 65TH ST,1630,N,2015/07/21 00:00:00+00,,,14739,14027,14700,Study - 13-15,,662.718026175702
1241,"13508,13507",WESTERN AVE,876,Y,2015/03/03 00:00:00+00,,,5116,4953,5100,Study - 13-15,,852.056862909735
1242,"19425,19432,19430,19427,19429,19423,19431,19428,19426,19424,19422",S BANGOR ST,44,N,2014/03/25 00:00:00+00,,,5823,5548,5800,Study - 13-15,,3879.45635167946
1243,"11330,11329,11331,19212","LEARY AVE NW,NW LEARY WAY",1537,N,1970/01/01 00:00:00+00,,,13000,,13000,Estimate,,1932.82975174675
1244,"10783,10784",GREENWOOD AVE N,1907,N,2018/10/20 00:00:00+00,2103,2426,26754,25265,26800,Study(Normalized),,1324.94728225717
1245,"17993,17992",NE CAMPUS PKWY,1404,N,2018/06/15 00:00:00+00,220,296,3129,2827,3100,Study(Normalized),,999.743688102079
1246,18081,NE RAVENNA BLVD,1684,N,2018/01/10 11:15:00+00,297,427,4663,4625,4700,Study,,361.415235992673
1247,"17606,17605",NE 80TH ST,1737,N,1970/01/01 00:00:00+00,,,23000,,23000,Estimate,,331.64417643016
1248,11912,MONTLAKE BLVD NE,1423,N,1970/01/01 00:00:00+00,,,31500,,31500,Estimate,,575.275702309168
1249,13726,W SEATTLE BR WB-CHEL RP,6,N,2014/04/14 00:00:00+00,,,2013,1670,2000,Study - 13-15,,289.902360711261
1250,8534,9TH AVE N,1146,N,2018/06/22 00:00:00+00,639,671,8454,8250,8300,Study(Normalized),,257.646446362542
1251,"1187,1186,1185",1ST AVE S,584,Y,1970/01/01 00:00:00+00,,,13000,,13000,Estimate,,918.302855920252
1252,729817,SR99 TUNNEL SB,30,N,2015/06/09 00:00:00+00,,,10727,9958,10700,Study - 13-15,WSDOT,278.213435497637
1253,20458,S INDUSTRIAL WAY,344,N,2017/11/09 10:30:00+00,391,451,4686,4497,4700,Study,,747.969563386157
1254,10010,DENNY WAY,1054,B,2018/06/21 00:00:00+00,1853,1899,28866,28555,28200,Study(Normalized),,238.400775035199
1255,"7377,7379,7378,20299,20300,20568,20567","5TH AVE S,S HOLDEN ST,S KENYON ST",147,N,1970/01/01 00:00:00+00,,,6000,,6000,Estimate,,3088.74587387201
1256,"15949,15948,18958","N 85TH ST,NW 85TH ST",1779,N,2017/10/31 12:15:00+00,1164,1309,18786,18773,18800,Study,,1316.5915450406
1257,20321,S HOLGATE ST,486,N,2018/10/17 00:00:00+00,834,1078,11504,10017,11500,Study(Normalized),,611.176094200278
1258,"22889,22892,22890,22895,22893,22897,22896,22891,22887,22898,22888,22894",SW THISTLE ST,135,N,2015/04/24 00:00:00+00,,,4182,3860,4200,Study - 13-15,,3996.54141324415
1259,"8677,8679,8682,8678,8680,8681,8676",AIRPORT WAY S,365,N,2017/11/27 09:45:00+00,2032,1895,21010,18227,21000,Study,,2307.16031412243
1260,"14393,14391,14396,14395,14392,14394",EAST MARGINAL WAY S,337,N,2018/10/01 00:00:00+00,,,61441,51842,61400,Study(Normalized),,3266.70219753783
1261,"19326,19327,10228,10229,10230,10231","S ALBRO PL,ELLIS AVE S",214,N,2015/07/29 00:00:00+00,,,8651,7502,8700,Study - 13-15,,2659.47426808441
1262,20844,S MICHIGAN ST,206,N,2015/06/05 00:00:00+00,,,48057,44266,48100,Study - 13-15,,455.633765534639
1263,"13502,13503,13504,13505",WESTERN AVE,808,Y,2015/07/07 00:00:00+00,,,9434,0,9400,Study - 13-15,,1810.92744390793
1264,"11182,11181",LAKE CITY WAY NE,1871,N,1970/01/01 00:00:00+00,,,28500,,28500,Estimate,,642.920189319463
1265,"14398,14399,14397",EAST MARGINAL WAY S,279,N,1970/01/01 00:00:00+00,,,62000,,62000,Estimate,,1537.74525882333
1266,8516,9TH AVE,779,Y,2018/08/08 00:00:00+00,440,404,5592,5074,5600,Study(Normalized),,306.027233623057
1267,7873,6TH AVE,672,Y,2018/06/26 00:00:00+00,1228,1181,17712,16842,17300,Study(Normalized),,306.837853793843
1268,"15950,15953,15951,15952,15954",N 85TH ST,1775,N,2015/03/18 00:00:00+00,,,19411,19048,19400,Study - 13-15,,1993.66397820578
1269,"7440,7439,7438",50TH AVE S,341,N,2015/11/09 00:00:00+00,,,3010,2642,3000,Study - 13-15,,1296.48800229708
1270,18093,NE RAVENNA BLVD,1590,N,2018/01/24 08:45:00+00,169,269,2586,2533,2600,Study,,279.9577103342
1271,"15280,15282,15283,15281",N 145TH ST,1930,N,2018/10/13 00:00:00+00,1833,1930,27764,26920,27800,Study(Normalized),,1327.96078889107
1272,"8958,8959,8960",AURORA AVE N,1952,N,1970/01/01 00:00:00+00,,,40000,,40000,Estimate,,791.751943364409
1273,"18013,18014",NE NORTHGATE WAY,1845,N,2015/07/21 00:00:00+00,,,29298,28125,29300,Study - 13-15,,1335.26306405071
1274,9059,BANNER WAY NE,1768,N,1970/01/01 00:00:00+00,,,18000,,18000,Estimate,,848.432253479299
1275,"11332,11333",LEARY AVE NW,1569,N,2014/03/20 00:00:00+00,,,10049,9997,10000,Study - 13-15,,989.219367117981
1276,"12853,160697","SPOKANE TURN RD,SW SPOKANE ST",403,N,2015/04/07 00:00:00+00,,,9546,9094,9500,Study - 13-15,,644.561067817888
1277,14390,EAST MARGINAL WAY S,351,N,1970/01/01 00:00:00+00,,,9000,,9000,Estimate,,1018.55187354791
1278,"5322,5320,5319,5321,5323",34TH AVE W,1286,N,2017/10/26 11:00:00+00,448,559,5893,5579,5900,Study,,2650.72321030087
1279,"13365,13363,13364,13366,13367",WALLINGFORD AVE N,1382,N,2018/04/18 00:00:00+00,340,422,4393,4109,4500,Study(Normalized),,2353.93994011235
1280,"13333,13332",WEST SEATTLE BR EB,2008,N,2018/10/01 00:00:00+00,,,49063,46806,49100,Study(Normalized),,4647.84675283848
1281,"12596,12595,12597",ROOSEVELT WAY NE,1421,N,1970/01/01 00:00:00+00,,,14000,,14000,Estimate,,852.204832465215
1282,13519,WESTERN AVE W,1075,N,1970/01/01 00:00:00+00,,,40000,,40000,Estimate,,228.879133466227
1283,"14893,14896,14892,14894,14895",E UNION ST,864,N,2015/03/20 00:00:00+00,,,11638,11124,11600,Study - 13-15,,1643.37032139442
1284,"9832,9831,9830,9827,9829,9826,9828",CORSON AVE S,262,N,2015/08/18 00:00:00+00,,,27593,24956,27600,Study - 13-15,,1725.82130743993
1285,"2964,2965",20TH AVE NE,1553,N,2018/01/31 11:30:00+00,164,293,2801,2760,2800,Study,,427.420723013183
1286,"12963,12965,12964,12962,12966,334476,12961,12967,12968",STONE WAY N,1461,N,2015/09/22 00:00:00+00,,,14086,13203,14100,Study - 13-15,,2190.67636594203
1287,"9333,9334",BOREN AVE S,582,N,2017/10/04 11:00:00+00,1293,1412,17916,16251,17900,Study,,932.419106728605
1288,"18225,18222,18224,18223",NW 125TH ST,1895,N,2018/01/08 09:15:00+00,236,372,3607,3324,3600,Study,,1333.89424342993
1289,12202,PIKE ST,829,Y,1970/01/01 00:00:00+00,,,13000,,13000,Estimate,,321.867302836765
1290,"18607,18602,18610,18604,18605,18608,18601,18606,18609,18603",NW 65TH ST,1647,N,2015/06/22 00:00:00+00,,,11563,11202,11600,Study - 13-15,,1312.68991633811
1291,6124,4TH AVE,684,Y,1970/01/01 00:00:00+00,,,15000,,15000,Estimate,,305.730327483745
1292,11312,LATONA AVE NE,1662,N,2018/05/15 00:00:00+00,123,145,1432,1386,1300,Study(Normalized),,710.925826515827
1293,"5478,5479,5480",35TH AVE SW,134,N,2017/10/09 13:00:00+00,1376,1734,20772,20022,20800,Study,,1325.20006226569
1294,"14070,10694,10698,10696,10697,10695,10693","EAST GREEN LAKE WAY N,GREEN LAKE WAY N",1573,N,2015/05/18 00:00:00+00,,,18860,17875,18900,Study - 13-15,,1574.9042250948
1295,13182,UNION ST,790,Y,1970/01/01 00:00:00+00,,,16500,,16500,Estimate,,321.878988397127
1296,"8987,8985,8989,8988,8986",AURORA AVE N,1860,N,2018/10/01 00:00:00+00,,,33032,31640,33000,Study(Normalized),,2651.28985824363
1297,10485,FREMONT AVE N,1310,N,1970/01/01 00:00:00+00,,,18000,,18000,Estimate,,307.629211878583
1298,"18640,18639,5894,18544,5577,5579,5578","NW 65TH ST,38TH AVE NW,NW 61ST ST,36TH AVE NW",1659,N,2014/01/07 00:00:00+00,,,1141,1093,1100,Study - 13-15,,3007.18650241427
1299,12043,OLIVE WAY,887,Y,1970/01/01 00:00:00+00,,,8500,,8500,Estimate,,322.397131395053
1300,"17614,17613,17612,17615",NE 80TH ST,1730,N,2018/03/23 00:00:00+00,619,771,8702,8477,8500,Study(Normalized),,1033.49229643029
1301,"16679,16678,166205",NE 145TH ST,1928,N,2018/10/13 00:00:00+00,2235,2370,33664,32896,33700,Study(Normalized),,1328.01916881575
1303,"15707,15706,17064","N 56TH ST,NE 56TH ST",1568,N,2018/05/24 00:00:00+00,278,242,2671,2454,2500,Study(Normalized),,1551.64220520656
